clade	ac351	ac352	ac353	ac354	ac355	ac356	ad363	ad364	ad365	ad366	ad367	ad368	am357	am358	am359	am360	am361	am362	amd782	amd783	amd784	amd785	amd786	amd787	bc351	bc352	bc353	bc354	bc355	bc356	bd363	bd364	bd365	bd366	bd367	bd368	bm357	bm358	bm359	bm360	bm361	bm362	bmd782	bmd783	bmd784	bmd785	bmd786	bmd787
k__Bacteria|p__Firmicutes|c__CFGB9639|o__OFGB9639|f__FGB9639|g__GGB28934|s__GGB28934_SGB41637|t__SGB41637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17761	0	3514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2371	3159
k__Bacteria|p__Firmicutes|c__CFGB9656|o__OFGB9656|f__FGB9656|g__GGB28994|s__GGB28994_SGB41709|t__SGB41709	4421	0	4902	0	0	0	0	0	0	0	0	0	0	6409	40348	5596	0	0	0	0	0	90029	57288	0	117079	60199	0	0	0	0	0	0	0	0	0	0	0	387333	35481	19142	28320	0	0	0	0	23672	0	0
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29001|s__GGB29001_SGB41717|t__SGB41717	0	0	0	0	0	0	0	33084	0	0	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0
k__Bacteria|p__Firmicutes|c__CFGB9658|o__OFGB9658|f__FGB9658|g__GGB29002|s__GGB29002_SGB41718|t__SGB41718	0	0	0	0	0	0	328	2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	327	0	0	0	0	0	0	0	0	0	0	0	6668	3215	0	0	0	0	178	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659|f__FGB9659|g__GGB29003|s__GGB29003_SGB41719|t__SGB41719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1632	0	0	0	0	376	2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9660|o__OFGB9660|f__FGB9660|g__GGB29004|s__GGB29004_SGB41721|t__SGB41721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42550	10178	0	0	0	0	963	0	0	0	0	0	0	0	0	0	1154	4695	0	0	9664	0	0	0	541	2044	5785	2569	18838	13498
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29530|s__GGB29530_SGB42316|t__SGB42316	0	0	0	7075	0	0	28974	20084	21473	37523	13341	0	2657	0	11663	14399	10702	7174	21800	47852	18317	13377	40054	12844	8438	12313	0	0	0	6016	13602	4260	14330	8138	9986	48930	0	44987	39039	9726	11920	6173	26511	25658	0	9871	0	0
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827|f__FGB9827|g__GGB29531|s__GGB29531_SGB42317|t__SGB42317	15824	16626	52888	19980	14812	1763	0	0	0	309	26284	16409	0	5408	0	0	0	0	0	0	0	0	0	0	5273	0	55187	26845	16697	0	0	0	0	0	2430	69737	238	20274	29246	0	502	9017	0	1096	83818	1236	16779	17615
k__Bacteria|p__Firmicutes|c__CFGB9836|o__OFGB9836|f__FGB9836|g__GGB29546|s__GGB29546_SGB42338|t__SGB42338	0	0	22852	0	0	0	0	0	0	0	7202	0	0	0	0	0	0	437	0	0	0	0	0	0	0	4354	0	0	0	0	0	0	0	0	0	0	0	1051	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960|f__FGB9960|g__GGB30142|s__GGB30142_SGB43067|t__SGB43067	72	0	3732	895	0	0	259	6915	0	4625	1002	7956	0	26937	44979	15931	28650	1092	0	28545	0	35694	2601	8872	0	0	10403	3723	0	0	0	0	0	0	11359	1833	0	0	1858	0	260	718	0	0	96	0	1606	1730
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB102314	5181	2372	2505	0	3290	0	0	2039	1347	0	2420	1569	2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	379	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB109668	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB109671	8156	0	0	450	0	1383	0	0	395	0	502	380	152	92	0	343	4632	6304	0	2835	0	549	6634	273	0	0	0	92	0	0	667	0	62	0	659	966	0	465	0	0	0	0	0	0	0	61	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB41482	4615	1931	4827	1366	1355	58	4114	1238	497	1394	0	0	0	1113	198	1681	3452	2198	1986	479	348	0	270	0	1617	1562	5468	1667	1615	0	0	0	0	1586	1113	0	0	29	0	0	0	260	285	0	205	390	407	85
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB41508	0	0	970	0	0	0	2826	8660	0	1801	0	1400	0	0	0	0	0	226	0	87	0	0	0	0	57	0	751	0	0	0	0	0	173	0	2327	0	0	8791	1171	0	0	0	0	0	549	406	373	86
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB41511	0	0	4345	0	0	0	0	1036	0	654	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	4307	0	0	38	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB41594	0	44514	31970	12776	0	5502	3678	667	9654	0	0	0	0	4520	14781	21848	0	23944	17951	17201	0	9302	20028	2471	0	0	94079	11217	2120	0	0	0	5262	40	0	7392	0	15642	14183	2183	0	18896	80	937	14350	2013	2163	11098
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB41692	3442	0	0	837	0	0	0	0	0	0	0	0	0	0	0	9162	21046	83309	0	0	3788	0	0	0	7991	5250	0	0	0	0	829	0	4145	0	0	0	0	25943	12876	1639	0	0	0	0	284	22381	1361	5270
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB45231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_bacterium|t__SGB82506	0	0	0	497	0	249	0	0	0	0	0	0	0	0	0	0	300	1177	1316	0	0	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778|s__GGB28778_SGB102278|t__SGB102278	0	0	0	654	0	3892	4398	3431	0	1314	1943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28778|s__GGB28778_SGB41431|t__SGB41431	428	0	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	5778	1365
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28841|s__GGB28841_SGB41505|t__SGB41505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35888	5219	201912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB81440|s__GGB81440_SGB45230|t__SGB45230	0	0	0	0	0	0	4065	4295	13518	2408	1554	0	0	718	72	0	0	0	1079	6082	0	0	9514	0	0	0	0	138	0	457	0	0	0	0	0	7334	0	4727	2061	0	0	0	0	144	0	0	35	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__GGB45656|s__GGB45656_SGB63370|t__SGB63370	0	3019	7626	4921	7502	8379	4454	1007	810	806	1070	0	184	0	0	0	0	21	0	0	0	0	0	0	2243	0	4524	4322	6689	2542	2153	141	0	487	0	0	0	63	0	0	540	188	2587	1879	2629	1324	6239	1275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Candidatus_Arthromitus|s__Candidatus_Arthromitus_sp_SFB_mouse|t__SGB8526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8549	13936	0	475	0	0	0	0	0	0	0	0	0	0	0	0	1125	0	801	0	0	0	0	0	0	0	0	0	0	0	1360	610
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41644	0	0	0	2141	0	0	19008	954	0	10638	13400	2201	0	0	0	0	0	30911	0	16033	9690	16785	23897	31301	0	0	113	2733	0	0	0	0	20754	0	27040	25969	0	0	0	0	0	2780	0	0	27831	0	28219	25448
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41645	0	0	0	2685	0	4849	7098	14681	11617	0	1811	5307	0	7541	10118	32821	38722	29517	52491	1780	0	0	0	0	0	0	0	0	0	307	25225	966	7151	0	0	9381	0	56964	11460	7551	10808	0	7166	10462	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41664	0	0	0	0	0	0	0	0	0	0	6225	0	0	0	0	0	1557	14973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202	0	1965	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41667	0	0	7285	0	0	0	1201	639	5866	668	0	0	0	0	0	6530	308	3169	1416	1477	0	5017	1529	263	0	0	231	0	0	0	3195	0	381	377	0	4861	0	14550	11513	310	0	0	405	115	0	2056	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB41675	0	0	0	0	0	0	0	0	9242	0	0	919	0	0	0	0	13625	18501	4657	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1784	0	0	2392	0	0	0	0	0	0	0	817	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB43075	7298	1972	36354	26099	1513	602	30400	32607	13743	32664	29587	2043	0	0	0	8450	107743	75535	133916	47316	74627	0	0	0	0	0	2297	7923	44034	1116	3622	4545	2539	7320	5086	70295	0	41086	20713	5190	8300	2800	41662	34057	0	15494	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_unclassified_SGB41663|t__SGB41663	0	0	6367	1363	0	0	0	9854	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	984	0	0	0	0	0	57108	19432	0	0	0	0	0	4771	2370	3454	0	0	6071	4171	0	27666	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB65123|t__SGB65123	20051	0	0	0	0	1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	770	0	0	0	0	0	0	3679	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28845|s__GGB28845_SGB41512|t__SGB41512	0	0	0	0	0	0	5041	2067	0	3513	0	0	0	0	0	0	0	0	0	0	0	27851	0	0	4510	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28851|s__GGB28851_SGB41518|t__SGB41518	0	0	28953	4386	0	0	68498	85208	96963	45519	14062	52029	0	0	0	0	8105	55292	80351	94555	19177	17306	223870	31300	0	61889	254	0	0	0	28506	3505	12861	6042	3487	122191	0	220177	50153	12819	3054	3659	15774	16363	0	67341	0	1686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28854|s__GGB28854_SGB41523|t__SGB41523	63767	13523	5789	0	1427	0	4189	11085	0	0	1455	11764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	568	0	0	2870	0	0	0	0	270	0	313	3811	0	299	0	0	0	6375	0	7122	5582
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28944|s__GGB28944_SGB41648|t__SGB41648	0	0	0	0	0	0	0	0	0	0	4097	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28945|s__GGB28945_SGB41650|t__SGB41650	3323	0	29809	0	0	0	0	433	1806	0	0	0	46178	5578	15509	26891	888	10130	2375	933	123	57697	23841	11145	166	3983	3667	1029	204	6300	2347	0	0	0	0	12743	2386	474	1879	0	0	0	0	0	0	375	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28950|s__GGB28950_SGB41657|t__SGB41657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	1175	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951|s__GGB28951_SGB102295|t__SGB102295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301	0	0	0	0	0	0	0	0	108	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28951|s__GGB28951_SGB41658|t__SGB41658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	0	0	0	1066	0	0	0	0	0	0	0	2315	0	0	0	0	1643	0	1052	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28954|s__GGB28954_SGB41662|t__SGB41662	0	1381	215	0	0	0	0	0	4826	0	0	521	2956	3322	37913	14940	0	11675	3701	15087	0	12895	26487	7440	7341	2067	2077	0	0	0	550	0	6229	0	35	7591	0	1180	0	0	0	67	0	0	0	0	675	773
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28956|s__GGB28956_SGB41665|t__SGB41665	11733	0	5093	1909	0	11479	6507	7217	9210	3730	8695	6718	0	2884	3655	14530	15848	34903	21791	15929	430	12904	62010	20410	2031	503	48597	2807	12445	287	6822	0	4963	817	7140	75345	0	15949	18652	7618	1836	9094	2777	2516	3108	18268	14074	13844
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28957|s__GGB28957_SGB41666|t__SGB41666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1639	3554	0	0	0	0	0	7315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1993	0	0	0	0	0	0	0	981	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28961|s__GGB28961_SGB41670|t__SGB41670	0	0	0	0	0	0	0	962	0	4557	0	0	0	0	0	3475	0	0	0	0	0	1991	2165	0	0	0	0	0	0	0	0	0	0	0	0	71	0	4341	593	0	0	0	0	0	14767	439	19218	15013
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28964|s__GGB28964_SGB94886|t__SGB94886	9403	8477	16371	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12187	498	1584	0	12511	0	536	0	0	0	0	0	0	0	0	0	0	0	0	1158	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28967|s__GGB28967_SGB41678|t__SGB41678	213	0	22592	0	0	0	0	6084	6120	4759	4977	6704	3460	0	0	0	566	2795	0	589	3319	746	1559	216	35436	6932	10116	5704	10319	4113	0	0	164	544	4158	8469	171	16378	6009	953	2501	1043	0	0	5718	6541	5206	7119
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB28968|s__GGB28968_SGB41679|t__SGB41679	12369	11514	3257	3727	914	0	7569	14298	9083	7894	5662	24124	7335	14266	16391	11267	58089	36245	44021	49455	2649	24846	98875	41395	8726	0	13043	1697	2158	428	9465	632	1406	0	7164	54138	349	13941	15357	0	49	852	6111	7581	4935	12505	16867	7725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30145|s__GGB30145_SGB43072|t__SGB43072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	4183	0	288	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB30147|s__GGB30147_SGB43074|t__SGB43074	6491	0	7216	6998	7867	1489	55360	76011	3959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4581	8350	0	954	8382	7746	9691	14336	0	0	0	0	0	95538	31904	1155	8733	0	21129	24174	0	14856	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB42601|s__GGB42601_SGB59797|t__SGB59797	286	1725	0	0	0	0	437	0	0	1615	0	0	0	0	516	0	0	0	0	18	0	0	37	462	1492	10270	912	0	0	0	728	0	0	0	0	0	0	359	727	0	0	0	471	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB41444	1421	0	5504	175	0	0	6998	1192	0	24924	3876	18498	0	0	0	0	4514	3649	0	14191	0	3470	2031	0	9387	48541	0	0	349	0	1873	0	0	0	5648	112708	0	6539	806	0	0	0	3178	4755	0	2677	0	57226
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB41701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52064	0	0	250096	77718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium|t__SGB41703	0	0	0	0	0	0	0	0	0	0	0	5433	0	0	0	0	0	0	23694	40667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6929	0	0	0	0	0	0	2106	3852	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_unclassified_SGB94922|t__SGB94922	0	0	0	0	0	0	0	0	0	0	0	0	987	0	0	0	0	0	0	0	0	3030	2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28782|s__GGB28782_SGB41435|t__SGB41435	0	0	0	0	0	0	3809	6790	0	3066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2158	3451	0	0	0	0	0	0	0	0	0	0	0	6200	0	0	0	0	0	0	0	327	2063	3609
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28785|s__GGB28785_SGB41438|t__SGB41438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	978	0	0	0	0	0	0	0	0	0	0	0	0	3410	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28787|s__GGB28787_SGB41440|t__SGB41440	0	0	0	0	0	0	0	0	61241	0	0	0	0	0	0	2456	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11392	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28790|s__GGB28790_SGB41443|t__SGB41443	974	82	0	206	0	0	0	6051	82	1039	2488	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1341	4137	5770	0	0	6603	12069	241	0	0	0	0	0	0	1238	0	0	4756	0	25560	23272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28984|s__GGB28984_SGB41697|t__SGB41697	0	0	0	0	0	0	10469	20190	845	4024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5580	128	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28990|s__GGB28990_SGB41704|t__SGB41704	0	0	0	0	0	0	0	0	0	0	22563	0	0	0	0	19029	0	0	0	0	31	0	33116	0	710	4506	0	0	0	0	0	0	13558	3798	0	0	0	54731	42041	2675	2911	0	0	0	4778	9854	10315	11143
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB28991|s__GGB28991_SGB41705|t__SGB41705	0	0	0	591	0	0	8970	12211	9395	40266	0	0	0	0	0	0	0	125086	0	0	0	21986	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29683|s__GGB29683_SGB42492|t__SGB42492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	334	0	0	0	0	0	0	0	0	0	0	19912	0	27500	3255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__GGB29685|s__GGB29685_SGB42494|t__SGB42494	0	0	226	7427	26713	42888	0	0	11854	971	0	0	47841	13169	3371	0	0	0	0	0	0	0	0	0	10279	0	15200	1132	314	7353	5486	3130	931	1673	5039	4184	64101	0	0	0	0	1604	680	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB42493	2047	895	909	0	0	0	0	0	0	0	0	0	0	0	0	17415	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2733	1803	3337	4398	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium|t__SGB59899	0	0	0	0	0	0	0	0	12164	9018	0	0	0	0	0	0	511	3097	0	0	0	0	0	0	14263	1181	0	0	0	0	0	0	4596	2520	0	5542	0	862	875	0	8253	719	0	0	27652	7491	29713	16837
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB30286|s__GGB30286_SGB43247|t__SGB43247	0	0	0	0	0	0	0	0	0	0	0	0	0	7988	8383	0	7539	0	0	0	0	9147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37039	22103	3920	5252	0	0	0	0	532	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__GGB30286|s__GGB30286_SGB43248|t__SGB43248	0	0	0	351	0	0	12390	14155	2727	24188	3561	3904	0	0	0	0	0	0	0	10641	1407	0	11917	2665	23047	3434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	3717	13455	0	5503	5725
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB102258|t__SGB102258	0	0	6725	0	0	0	0	7000	7133	0	0	0	0	0	0	0	0	0	0	5766	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB41545|t__SGB41545	0	0	0	0	0	0	0	6900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	2696	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_SGB41546|t__SGB41546	0	0	0	0	0	0	6294	0	0	570	0	1301	0	0	0	0	0	0	0	1208	0	0	1455	0	3655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9318	0	722	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Acetatifactor|s__Acetatifactor_muris|t__SGB7273	0	0	0	0	0	0	0	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478
